signal,ret,win,pos_pct,dist_to_high,dist_to_low,dist_to_yin_top,pos_zone
倍量柱,-4.61,0,109.8,-3.97,44.28,-6.37,过峰
高量柱,-4.61,0,109.8,-3.97,44.28,-6.37,过峰
将军柱,-4.61,0,109.8,-3.97,44.28,-6.37,过峰
倍量过左峰,-4.61,0,109.8,-3.97,44.28,-6.37,过峰
高量柱,6.97,1,84.5,8.16,44.64,-6.97,高位
价升量缩,11.83,1,75.0,13.9,41.7,2.41,高位
倍量柱,-12.38,0,99.8,0.08,48.77,-9.92,过峰
高量柱,-12.38,0,99.8,0.08,48.77,-9.92,过峰
价升量缩,-17.42,0,86.9,7.26,48.38,-9.23,过峰
价升量缩,-27.27,0,90.9,4.93,49.5,-11.2,过峰
倍量柱,-3.27,0,49.0,35.97,34.56,-8.56,中位
高量柱,-3.27,0,49.0,35.97,34.56,-8.56,中位
将军柱,-3.27,0,49.0,35.97,34.56,-8.56,中位
价升量缩,17.87,1,41.6,43.43,30.97,3.43,中位
高量柱,-16.28,0,67.1,20.56,41.98,-11.34,高位
价升量缩,-1.67,0,40.9,43.1,29.87,-3.08,中位
倍量柱,-8.93,0,49.5,34.66,34.01,-8.8,中位
倍量柱,-9.08,0,36.7,43.1,24.97,-9.69,中位
高量柱,-9.08,0,36.7,43.1,24.97,-9.69,中位
将军柱,-9.08,0,36.7,43.1,24.97,-9.69,中位
缩量回踩,11.57,1,26.0,54.37,19.07,0.86,低位
倍量柱,0.22,1,41.5,38.52,27.37,-9.49,中位
高量柱,0.22,1,41.5,38.52,27.37,-9.49,中位
将军柱,0.22,1,41.5,38.52,27.37,-9.49,中位
价升量缩,-2.43,0,40.9,39.14,27.05,-9.09,中位
价升量缩,-6.08,0,44.4,35.97,28.71,0.33,中位
缩量回踩,1.15,1,38.5,41.33,25.9,3.15,中位
缩量回踩,3.55,1,37.4,42.45,25.31,1.48,中位
价升量缩,1.39,1,38.0,41.81,25.65,1.02,中位
缩量回踩,1.41,1,36.7,43.1,24.97,0.57,中位
缩量回踩,1.99,1,41.7,38.37,27.45,1.54,中位
缩量回踩,2.68,1,40.4,39.6,26.81,0.67,中位
价升量缩,10.61,1,44.2,36.12,28.63,0.87,中位
价升量缩,7.96,1,46.9,33.8,29.85,-0.85,中位
高量柱,-0.03,0,62.3,21.84,36.12,-6.02,中位
倍量柱,-14.18,0,84.7,7.83,43.37,-16.7,高位
高量柱,-14.18,0,84.7,7.83,43.37,-16.7,高位
将军柱,-14.18,0,84.7,7.83,43.37,-16.7,高位
倍量过左峰,-14.18,0,84.7,7.83,43.37,-16.7,高位
价升量缩,-8.53,0,70.4,16.34,38.9,5.39,高位
价升量缩,3.41,1,60.3,22.37,34.0,2.31,中位
价升量缩,1.17,1,63.2,20.43,35.04,0.69,中位
缩量回踩,3.85,1,62.8,20.67,34.92,0.69,中位
价升量缩,1.04,1,66.2,18.45,36.12,-1.17,高位
价升量缩,-0.33,0,68.3,17.08,36.85,-2.3,高位
缩量回踩,1.99,1,67.3,17.76,36.49,0.87,高位
缩量回踩,4.14,1,69.6,16.3,37.27,1.43,高位
缩量回踩,1.0,1,69.8,16.19,37.33,1.33,高位
缩量回踩,1.79,1,73.7,13.81,38.62,0.84,高位
价升量缩,32.39,1,73.1,14.13,38.45,0.0,高位
缩量回踩,37.37,1,71.2,15.31,37.81,1.61,高位
倍量柱,58.28,1,79.2,10.61,40.34,-2.54,高位
将军柱,58.28,1,79.2,10.61,40.34,-2.54,高位
高量柱,78.17,1,92.3,3.65,44.1,-8.67,过峰
高量柱,61.62,1,130.1,-12.47,53.89,-15.91,过峰
价升量缩,6.58,1,120.9,-10.81,62.57,-12.97,过峰
倍量柱,-16.88,0,132.0,-16.68,68.82,-27.49,过峰
将军柱,-16.88,0,132.0,-16.68,68.82,-27.49,过峰
倍量过左峰,-16.88,0,132.0,-16.68,68.82,-27.49,过峰
价升量缩,4.1,1,52.2,57.97,63.22,3.41,中位
缩量回踩,8.73,1,49.4,63.35,61.97,2.31,中位
价升量缩,-1.44,0,52.0,58.32,63.14,-2.07,中位
价升量缩,-8.1,0,57.3,48.74,65.37,-8.0,中位
高量柱,39.34,1,65.2,36.39,68.24,-14.09,高位
价升量缩,49.02,1,68.6,31.75,69.32,-17.02,高位
高量柱,-4.68,0,104.8,-3.55,77.54,-39.25,过峰
高量柱,-10.38,0,92.6,6.15,77.39,-4.26,过峰
价升量缩,-26.44,0,105.3,-3.98,79.57,-13.48,过峰
倍量柱,-12.18,0,59.6,43.22,63.64,-16.5,中位
高量柱,-12.18,0,59.6,43.22,63.64,-16.5,中位
将军柱,-12.18,0,59.6,43.22,63.64,-16.5,中位
价升量缩,1.49,1,57.9,45.27,62.34,1.43,中位
价升量缩,-1.69,0,61.1,40.41,63.6,0.04,中位
价升量缩,-10.09,0,58.1,44.58,61.83,5.85,中位
价升量缩,-11.64,0,58.1,44.52,61.85,5.81,中位
倍量柱,-2.3,0,45.2,61.07,50.38,-4.12,中位
将军柱,-2.3,0,45.2,61.07,50.38,-4.12,中位
价升量缩,8.13,1,44.5,62.4,49.98,-1.5,中位
高量柱,0.02,1,47.2,57.38,51.19,-3.28,中位
高量柱,-3.18,0,50.3,51.9,52.53,-6.65,中位
高量柱,-7.38,0,52.3,48.67,53.27,-8.63,中位
价升量缩,-0.45,0,44.1,55.12,43.54,1.62,中位
缩量回踩,-2.04,0,36.8,58.64,34.14,2.41,中位
价升量缩,-5.57,0,27.5,58.19,22.08,2.12,低位
倍量柱,6.35,1,33.7,50.74,25.75,-6.73,低位
高量柱,6.35,1,33.7,50.74,25.75,-6.73,低位
将军柱,6.35,1,33.7,50.74,25.75,-6.73,低位
高量柱,3.55,1,40.5,43.22,29.45,-11.38,中位
倍量柱,-5.61,0,48.4,35.43,33.29,-8.63,中位
高量柱,-5.61,0,48.4,35.43,33.29,-8.63,中位
将军柱,-5.61,0,48.4,35.43,33.29,-8.63,中位
高量柱,-32.87,0,75.7,14.05,43.82,-18.53,高位
倍量柱,-1.16,0,11.1,76.72,9.54,-3.84,凹底
高量柱,-1.16,0,11.1,76.72,9.54,-3.84,凹底
将军柱,-1.16,0,11.1,76.72,9.54,-3.84,凹底
高量柱,-9.26,0,16.2,69.21,13.38,-2.07,凹底
高量柱,-11.95,0,16.3,69.12,13.43,-0.98,凹底
倍量柱,2.05,1,14.7,71.58,12.35,-11.47,凹底
高量柱,2.05,1,14.7,71.58,12.35,-11.47,凹底
将军柱,2.05,1,14.7,71.58,12.35,-11.47,凹底
倍量柱,-1.22,0,15.5,70.49,12.91,-1.91,凹底
将军柱,-1.22,0,15.5,70.49,12.91,-1.91,凹底
价升量缩,-6.43,0,15.3,70.68,12.8,2.32,凹底
价升量缩,-12.7,0,17.6,67.58,14.39,0.46,凹底
价升量缩,7.14,1,13.4,100.54,15.59,-11.16,凹底
高量柱,24.27,1,11.4,105.3,13.59,-2.65,凹底
高量柱,-0.53,0,20.5,85.28,22.01,-12.14,低位
价升量缩,3.91,1,10.3,108.05,12.43,12.78,凹底
倍量柱,-18.11,0,26.9,73.4,27.02,-6.0,低位
高量柱,-18.11,0,26.9,73.4,27.02,-6.0,低位
将军柱,-18.11,0,26.9,73.4,27.02,-6.0,低位
高量柱,-20.61,0,32.8,63.76,31.07,-11.23,低位
价升量缩,-8.83,0,14.5,98.12,16.61,2.22,凹底
价升量缩,-18.08,0,17.5,90.89,19.32,-8.98,凹底
倍量柱,3.73,1,23.9,33.48,10.53,-3.9,低位
黄金柱,3.73,1,23.9,33.48,10.53,-3.9,低位
价升量缩,2.99,1,25.2,32.71,11.05,-4.45,低位
价升量缩,-1.95,0,28.2,31.02,12.18,-5.67,低位
价升量缩,-6.35,0,31.0,29.46,13.23,-6.79,低位
高量柱,-9.33,0,39.7,24.83,16.33,-10.12,中位
价升量缩,29.56,1,51.6,17.84,19.04,2.81,中位
高量柱,10.38,1,88.0,3.89,28.62,-9.36,过峰
价升量缩,-6.81,0,85.3,5.87,34.09,4.4,过峰
价升量缩,4.59,1,65.4,16.03,30.34,0.86,高位
价升量缩,5.14,1,70.3,13.49,31.87,-1.35,高位
价升量缩,-11.38,0,77.7,9.79,34.09,-4.57,高位
价升量缩,-14.25,0,78.8,9.25,34.42,-5.03,高位
价升量缩,-13.08,0,73.2,11.98,32.78,-10.65,高位
价升量缩,-10.71,0,78.1,9.61,34.2,-1.47,高位
价升量缩,0.13,1,61.3,18.28,29.0,-2.46,中位
价升量缩,-1.45,0,62.8,17.45,29.49,-3.14,中位
价升量缩,1.01,1,61.0,18.49,28.87,1.94,中位
价升量缩,-9.32,0,62.5,17.66,29.37,1.92,中位
倍量柱,7.36,1,23.3,49.89,15.14,-8.02,低位
高量柱,7.36,1,23.3,49.89,15.14,-8.02,低位
将军柱,7.36,1,23.3,49.89,15.14,-8.02,低位
价升量缩,1.54,1,38.0,36.79,22.56,-10.57,中位
价升量缩,-5.39,0,37.3,37.35,22.24,3.27,中位
价升量缩,-2.81,0,30.1,43.5,18.76,0.85,低位
价升量缩,-5.97,0,31.2,42.58,19.28,0.21,低位
百日低量,-5.97,0,31.2,42.58,19.28,0.21,低位
缩量回踩,-4.3,0,30.1,43.5,18.76,0.85,低位
高量柱,-0.04,0,30.5,43.19,18.94,-4.68,低位
价升量缩,-1.53,0,27.7,45.67,17.53,0.65,低位
高量柱,-11.5,0,34.2,39.92,20.79,-3.33,低位
价升量缩,-11.8,0,36.0,38.48,21.6,-4.32,中位
价升量缩,16.88,1,28.1,76.12,29.78,-3.93,低位
缩量回踩,-0.07,0,41.4,50.77,35.9,1.28,中位
缩量回踩,1.47,1,41.1,51.16,35.73,1.03,中位
缩量回踩,-7.56,0,49.7,40.67,40.19,1.44,中位
价升量缩,1.41,1,44.1,47.37,37.34,2.76,中位
缩量回踩,-1.35,0,44.2,46.98,37.19,0.5,中位
价升量缩,-0.37,0,47.5,43.03,38.88,-2.2,中位
缩量回踩,-3.06,0,47.2,43.38,38.73,1.96,中位
百日低量,-3.06,0,47.2,43.38,38.73,1.96,中位
缩量回踩,-1.35,0,48.9,40.29,38.57,1.23,中位
倍量柱,-4.36,0,73.9,16.09,45.65,-11.09,高位
高量柱,-4.36,0,73.9,16.09,45.65,-11.09,高位
将军柱,-4.36,0,73.9,16.09,45.65,-11.09,高位
倍量过左峰,-4.36,0,73.9,16.09,45.65,-11.09,高位
价升量缩,-4.7,0,68.3,20.27,43.69,1.8,高位
价升量缩,-6.23,0,69.7,19.2,44.2,0.89,高位
缩量回踩,-2.91,0,68.0,20.54,43.57,1.13,高位
倍量柱,-3.71,0,73.9,16.09,45.65,-7.39,高位
将军柱,-3.71,0,73.9,16.09,45.65,-7.39,高位
缩量回踩,18.1,1,69.7,19.2,44.2,0.22,高位
价升量缩,12.36,1,76.8,14.1,46.58,-4.06,高位
价升量缩,11.4,1,78.2,13.14,47.03,-4.87,高位
价升量缩,9.42,1,82.7,10.1,48.45,-7.42,高位
倍量柱,-2.04,0,100.0,0.0,53.18,-15.92,过峰
高量柱,-2.04,0,100.0,0.0,53.18,-15.92,过峰
将军柱,-2.04,0,100.0,0.0,53.18,-15.92,过峰
倍量过左峰,-2.04,0,100.0,0.0,53.18,-15.92,过峰
价升量缩,-0.36,0,93.9,3.49,54.04,-17.46,过峰
缩量回踩,-6.25,0,94.6,3.2,55.6,3.2,过峰
缩量回踩,-3.39,0,83.1,10.67,52.38,0.19,高位
缩量回踩,-0.34,0,82.5,11.09,52.2,0.38,高位
价升量缩,-4.1,0,85.8,8.8,53.18,-1.69,过峰
价升量缩,-7.86,0,89.7,6.22,54.3,-5.48,过峰
价升量缩,-5.12,0,82.2,11.3,52.11,0.19,高位
价升量缩,7.99,1,69.7,20.04,46.07,-8.88,高位
缩量回踩,11.29,1,62.3,24.15,39.96,2.14,中位
价升量缩,9.24,1,62.8,22.57,38.19,0.84,中位
倍量柱,-2.83,0,78.2,11.52,41.27,-8.25,高位
将军柱,-2.83,0,78.2,11.52,41.27,-8.25,高位
价升量缩,-6.02,0,79.8,10.04,39.77,-9.47,高位
价升量缩,-6.23,0,77.5,10.46,35.93,-0.95,高位
缩量回踩,-7.03,0,74.0,11.09,31.55,-0.38,高位
价升量缩,-1.1,0,67.1,13.48,27.54,2.15,高位
缩量回踩,-3.71,0,61.0,16.43,25.65,1.6,中位
缩量回踩,-7.2,0,57.6,18.09,24.59,1.63,中位
价升量缩,-14.58,0,67.1,13.48,27.54,-2.34,高位
倍量柱,2.52,1,50.2,23.88,24.09,-9.17,中位
高量柱,2.52,1,50.2,23.88,24.09,-9.17,中位
将军柱,2.52,1,50.2,23.88,24.09,-9.17,中位
高量柱,0.11,1,61.8,17.37,28.08,-13.94,中位
价升量缩,-0.69,0,57.8,19.55,26.75,-12.35,中位
价升量缩,-2.95,0,58.2,19.3,26.9,-12.53,中位
缩量回踩,-3.61,0,54.2,21.55,25.52,2.51,中位
价升量缩,-2.36,0,53.8,21.8,25.37,0.21,中位
缩量回踩,-2.37,0,52.4,22.57,24.89,1.48,中位
百日低量,-2.37,0,52.4,22.57,24.89,1.48,中位
缩量回踩,-2.82,0,48.9,24.68,23.61,1.72,中位
倍量柱,-4.87,0,60.7,16.53,25.52,-10.46,中位
高量柱,-4.87,0,60.7,16.53,25.52,-10.46,中位
将军柱,-4.87,0,60.7,16.53,25.52,-10.46,中位
高量柱,-6.85,0,65.2,14.37,26.9,-12.11,高位
价升量缩,-2.62,0,51.7,21.09,22.61,2.17,中位
百日低量,5.86,1,51.7,21.09,22.61,0.0,中位
缩量回踩,9.28,1,48.3,22.96,21.41,5.3,中位
价升量缩,6.3,1,71.6,11.4,28.8,-0.8,高位
倍量柱,0.2,1,91.0,3.35,33.83,-7.81,过峰
高量柱,0.2,1,91.0,3.35,33.83,-7.81,过峰
将军柱,0.2,1,91.0,3.35,33.83,-7.81,过峰
倍量过左峰,0.2,1,91.0,3.35,33.83,-7.81,过峰
价升量缩,4.38,1,96.0,1.46,34.92,-9.32,过峰
价升量缩,8.96,1,90.0,3.72,33.71,-0.74,过峰
倍量柱,10.86,1,110.0,-3.47,38.3,-7.63,过峰
将军柱,10.86,1,110.0,-3.47,38.3,-7.63,过峰
倍量过左峰,10.86,1,110.0,-3.47,38.3,-7.63,过峰
价升量缩,1.83,1,91.8,3.44,38.73,-2.24,过峰
价升量缩,0.76,1,95.9,1.69,39.76,-3.89,过峰
价升量缩,-25.23,0,97.8,1.06,46.3,-14.33,过峰
价升量缩,-13.89,0,75.0,13.62,40.86,9.3,高位
价升量缩,0.79,1,68.6,17.73,38.73,-8.43,高位
缩量回踩,8.64,1,66.8,18.96,38.09,0.7,高位
价升量缩,-2.23,0,79.6,10.86,42.3,-3.08,高位
价升量缩,-5.33,0,86.0,7.21,44.2,-0.78,过峰
缩量回踩,-7.19,0,76.8,12.5,41.45,1.15,高位
缩量回踩,-6.11,0,74.1,14.19,40.57,1.5,高位
价升量缩,-6.24,0,75.3,13.43,40.96,-4.31,高位
缩量回踩,-7.74,0,70.4,16.52,39.35,1.36,高位
价升量缩,-4.84,0,70.7,16.33,39.46,1.19,高位
百日低量,-4.84,0,70.7,16.33,39.46,1.19,高位
倍量柱,-7.1,0,39.9,32.3,21.47,-10.25,中位
高量柱,-7.1,0,39.9,32.3,21.47,-10.25,中位
将军柱,-7.1,0,39.9,32.3,21.47,-10.25,中位
价升量缩,3.04,1,27.7,41.61,15.94,3.31,低位
价升量缩,-1.1,0,28.4,41.03,16.29,2.89,低位
价升量缩,0.33,1,29.9,39.88,16.97,2.04,低位
价升量缩,0.11,1,32.0,38.18,17.98,0.81,低位
价升量缩,4.96,1,32.0,38.18,17.98,1.41,低位
价升量缩,2.33,1,29.1,37.9,15.52,1.21,低位
价升量缩,-4.91,0,37.9,30.29,18.48,-4.38,中位
价升量缩,-1.1,0,24.7,37.35,12.25,-2.61,低位
价升量缩,-2.3,0,25.9,36.53,12.77,0.6,低位
价升量缩,-3.29,0,26.3,36.25,12.95,-0.6,低位
价升量缩,-0.9,0,24.3,37.63,12.07,0.6,低位
缩量回踩,0.11,1,23.1,38.46,11.54,0.61,低位
高量柱,5.75,1,158.8,-6.85,18.49,-15.41,过峰
价升量缩,-5.09,0,123.9,-5.21,26.99,-7.06,过峰
价升量缩,-0.46,0,61.2,15.06,23.72,1.6,中位
价升量缩,0.5,1,62.0,14.7,23.96,-0.96,中位
价升量缩,2.85,1,75.2,9.12,27.66,-2.43,高位
价升量缩,-5.7,0,90.9,3.16,31.61,-7.76,过峰
缩量回踩,2.99,1,80.0,7.6,30.41,0.58,高位
缩量回踩,18.78,1,72.3,10.84,28.31,4.52,高位
价升量缩,22.05,1,76.2,9.2,29.38,2.97,高位
倍量柱,9.29,1,90.8,3.37,33.15,-2.53,过峰
将军柱,9.29,1,90.8,3.37,33.15,-2.53,过峰
价升量缩,-4.42,0,114.1,-4.85,39.29,-11.48,过峰
价升量缩,-18.45,0,93.2,3.13,42.65,3.13,过峰
价升量缩,-10.01,0,81.6,8.91,39.44,4.33,高位
缩量回踩,-1.89,0,74.2,12.93,37.2,3.69,高位
价升量缩,0.93,1,82.1,8.63,39.59,-8.63,高位
缩量回踩,0.97,1,78.4,10.59,38.5,0.78,高位
缩量回踩,6.33,1,73.2,13.53,36.87,3.18,高位
价升量缩,-7.77,0,87.9,5.68,41.23,1.73,过峰
缩量回踩,-10.01,0,81.6,8.91,39.44,2.04,高位
价升量缩,3.49,1,46.8,30.89,27.22,-3.67,中位
价升量缩,-0.22,0,54.7,25.15,30.41,-7.89,中位
价升量缩,-3.72,0,55.8,24.42,30.81,-8.43,中位
百日低量,-3.72,0,55.8,24.42,30.81,-8.43,中位
价升量缩,-3.42,0,56.3,24.06,31.01,-1.45,中位
价升量缩,-0.8,0,51.6,27.38,29.17,2.98,中位
价升量缩,4.54,1,51.6,27.0,28.78,-1.19,中位
倍量柱,-5.71,0,68.6,15.99,34.96,-8.67,高位
高量柱,-5.71,0,68.6,15.99,34.96,-8.67,高位
将军柱,-5.71,0,68.6,15.99,34.96,-8.67,高位
缩量回踩,-6.78,0,59.6,21.59,31.82,0.85,中位
价升量缩,-2.66,0,37.2,33.75,20.0,-0.94,中位
缩量回踩,-1.1,0,36.0,34.59,19.5,0.63,中位
百日低量,-1.1,0,36.0,34.59,19.5,0.63,中位
缩量回踩,5.82,1,36.9,33.33,19.5,2.52,中位
百日低量,5.82,1,36.9,33.33,19.5,2.52,中位
缩量回踩,3.03,1,35.1,34.6,18.73,0.32,中位
百日低量,3.03,1,35.1,34.6,18.73,0.32,中位
倍量柱,-4.11,0,45.2,27.71,22.89,-4.82,中位
价升量缩,-6.1,0,50.0,24.71,24.71,-7.06,中位
倍量柱,-3.19,0,47.0,26.57,23.58,-0.9,中位
高量柱,-3.19,0,47.0,26.57,23.58,-0.9,中位
价升量缩,-4.13,0,45.7,26.67,22.42,1.52,中位
缩量回踩,-5.06,0,44.4,27.44,21.95,0.61,中位
价升量缩,2.5,1,62.1,14.11,23.12,-0.9,中位
倍量柱,0.96,1,66.9,12.09,24.48,-2.65,高位
将军柱,0.96,1,66.9,12.09,24.48,-2.65,高位
价升量缩,-2.26,0,72.6,9.83,26.01,-0.87,高位
价升量缩,-2.82,0,75.0,8.88,26.65,-1.72,高位
价升量缩,-3.97,0,75.0,8.88,26.65,0.0,高位
价升量缩,-3.67,0,75.8,8.57,26.86,-0.29,高位
高量柱,-1.1,0,75.0,8.88,26.65,-0.86,高位
倍量柱,-6.27,0,85.2,4.6,26.44,-7.76,过峰
高量柱,-6.27,0,85.2,4.6,26.44,-7.76,过峰
将军柱,-6.27,0,85.2,4.6,26.44,-7.76,过峰
价升量缩,-6.38,0,78.7,6.74,24.93,0.29,高位
缩量回踩,-2.63,0,65.7,11.31,21.71,1.22,高位
价升量缩,-5.34,0,68.5,10.3,22.42,0.3,高位
倍量柱,5.57,1,73.2,5.51,15.07,-9.28,高位
将军柱,5.57,1,73.2,5.51,15.07,-9.28,高位
高量柱,-3.99,0,122.5,-4.21,22.89,-17.63,过峰
价升量缩,1.88,1,57.8,13.28,18.16,-0.54,中位
价升量缩,-2.15,0,67.2,10.0,20.53,-3.95,高位
缩量回踩,1.03,1,62.9,11.47,19.47,0.8,中位
缩量回踩,2.43,1,56.9,13.59,17.93,1.9,中位
价升量缩,4.81,1,60.3,12.37,18.82,0.81,中位
缩量回踩,-2.43,0,63.8,11.17,19.68,-0.27,中位
缩量回踩,-5.56,0,68.1,9.71,20.73,-1.57,高位
缩量回踩,-4.53,0,66.4,10.29,20.32,3.96,高位
价升量缩,-5.78,0,88.1,3.45,25.62,0.99,过峰
价升量缩,-11.95,0,72.0,8.53,21.96,2.07,高位
价升量缩,-1.68,0,35.6,22.09,12.21,1.74,中位
倍量柱,-4.21,0,44.1,18.64,14.69,-2.54,中位
将军柱,-4.21,0,44.1,18.64,14.69,-2.54,中位
价升量缩,-5.3,0,46.6,17.65,15.41,-3.36,中位
价升量缩,-2.26,0,37.3,21.39,12.72,-0.58,中位
价升量缩,-2.23,0,44.9,18.31,14.93,-3.1,中位
缩量回踩,-0.82,0,41.5,19.66,13.96,1.14,中位
百日低量,-0.82,0,41.5,19.66,13.96,1.14,中位
价升量缩,11.93,1,43.2,18.98,14.45,0.28,中位
百日低量,11.93,1,43.2,18.98,14.45,0.28,中位
倍量柱,6.34,1,51.7,15.7,16.8,-5.51,中位
高量柱,6.34,1,51.7,15.7,16.8,-5.51,中位
将军柱,6.34,1,51.7,15.7,16.8,-5.51,中位
倍量柱,-2.35,0,82.2,5.26,24.31,-14.04,高位
高量柱,-2.35,0,82.2,5.26,24.31,-14.04,高位
将军柱,-2.35,0,82.2,5.26,24.31,-14.04,高位
价升量缩,1.93,1,79.7,6.06,23.74,-13.38,高位
价升量缩,9.19,1,82.8,5.39,25.98,0.0,高位
价升量缩,8.97,1,89.8,3.12,27.58,-2.16,过峰
价升量缩,-10.21,0,97.4,0.89,32.89,-0.22,过峰
倍量柱,-17.44,0,103.3,-1.09,34.2,-2.18,过峰
高量柱,-17.44,0,103.3,-1.09,34.2,-2.18,过峰
倍量过左峰,-17.44,0,103.3,-1.09,34.2,-2.18,过峰
缩量回踩,-9.41,0,58.8,18.34,26.16,4.16,中位
倍量柱,-4.41,0,44.2,23.16,18.32,-8.14,中位
高量柱,-4.41,0,44.2,23.16,18.32,-8.14,中位
将军柱,-4.41,0,44.2,23.16,18.32,-8.14,中位
倍量柱,-6.79,0,50.9,19.8,20.54,-10.64,中位
高量柱,-6.79,0,50.9,19.8,20.54,-10.64,中位
价升量缩,18.6,1,46.0,22.22,18.94,0.0,中位
价升量缩,30.53,1,43.6,23.47,18.11,1.02,中位
倍量柱,13.05,1,67.5,12.3,25.52,-8.12,高位
将军柱,13.05,1,67.5,12.3,25.52,-8.12,高位
价升量缩,7.55,1,93.9,2.11,32.28,-16.46,过峰
倍量柱,-7.24,0,122.7,-7.1,38.39,-23.99,过峰
高量柱,-7.24,0,122.7,-7.1,38.39,-23.99,过峰
将军柱,-7.24,0,122.7,-7.1,38.39,-23.99,过峰
倍量过左峰,-7.24,0,122.7,-7.1,38.39,-23.99,过峰
价升量缩,-17.5,0,126.0,-9.08,43.98,-30.89,过峰
价升量缩,-12.35,0,51.5,31.25,33.12,-4.17,中位
价升量缩,7.15,1,15.1,107.92,19.14,-4.29,凹底
价升量缩,5.74,1,16.1,105.21,20.2,-5.54,凹底
价升量缩,1.34,1,21.6,92.07,25.3,-1.22,低位
价升量缩,0.09,1,23.6,87.5,27.08,-1.79,低位
价升量缩,5.89,1,21.8,91.49,25.53,2.13,低位
百日低量,5.89,1,21.8,91.49,25.53,2.13,低位
倍量柱,1.25,1,24.7,85.29,27.94,-1.18,低位
高量柱,1.25,1,24.7,85.29,27.94,-1.18,低位
将军柱,1.25,1,24.7,85.29,27.94,-1.18,低位
价升量缩,0.06,1,26.2,82.08,29.19,-2.89,低位
价升量缩,-0.53,0,27.8,78.98,30.4,-1.42,低位
价升量缩,0.9,1,27.3,80.0,30.0,0.0,低位
缩量回踩,-1.67,0,27.8,78.98,30.4,0.85,低位
百日低量,-1.67,0,27.8,78.98,30.4,0.85,低位
价升量缩,-5.86,0,29.1,76.47,31.37,-0.56,低位
百日低量,-5.86,0,29.1,76.47,31.37,-0.56,低位
缩量回踩,-2.52,0,28.1,78.47,30.59,1.13,低位
百日低量,-2.52,0,28.1,78.47,30.59,1.13,低位
百日低量,-3.93,0,28.1,78.47,30.59,1.13,低位
倍量柱,34.79,1,96.1,0.38,9.19,-3.9,过峰
高量柱,34.79,1,96.1,0.38,9.19,-3.9,过峰
将军柱,34.79,1,96.1,0.38,9.19,-3.9,过峰
高量柱,23.43,1,107.9,-0.75,10.21,-4.98,过峰
价升量缩,16.9,1,111.5,-1.33,12.92,-7.85,过峰
倍量柱,2.6,1,158.3,-7.06,19.17,-14.46,过峰
高量柱,2.6,1,158.3,-7.06,19.17,-14.46,过峰
将军柱,2.6,1,158.3,-7.06,19.17,-14.46,过峰
高量柱,-5.79,0,136.8,-7.14,26.5,-22.22,过峰
价升量缩,-2.17,0,54.2,19.36,22.89,4.17,中位
价升量缩,7.87,1,51.6,20.65,22.05,-2.27,中位
价升量缩,2.7,1,57.2,17.85,23.86,-4.54,中位
缩量回踩,3.83,1,53.7,19.61,22.72,0.75,中位
价升量缩,-5.17,0,72.7,10.71,28.47,-6.75,高位
缩量回踩,2.28,1,64.8,14.23,26.2,3.38,中位
价升量缩,9.55,1,62.3,15.41,25.44,0.83,中位
价升量缩,-2.08,0,76.7,8.98,29.59,-4.79,高位
价升量缩,-6.16,0,82.5,6.59,31.14,-5.16,高位
价升量缩,0.16,1,77.7,8.56,29.86,0.97,高位
缩量回踩,-0.52,0,79.2,7.93,30.27,0.39,高位
价升量缩,-9.89,0,85.3,5.48,31.85,0.19,过峰
价升量缩,1.01,1,33.4,30.83,15.47,-1.41,低位
高量柱,9.78,1,36.2,29.17,16.55,-2.66,中位
价升量缩,8.35,1,37.2,28.57,16.94,-3.11,中位
倍量柱,-0.16,0,60.0,16.49,24.74,-8.98,中位
高量柱,-0.16,0,60.0,16.49,24.74,-8.98,中位
将军柱,-0.16,0,60.0,16.49,24.74,-8.98,中位
高量柱,-1.0,0,69.1,12.27,27.46,-0.7,高位
价升量缩,0.7,1,71.1,11.38,28.04,-1.5,高位
价升量缩,11.97,1,63.5,14.81,25.82,0.62,中位
倍量柱,3.9,1,95.7,1.55,34.39,-8.19,过峰
将军柱,3.9,1,95.7,1.55,34.39,-8.19,过峰
倍量过左峰,3.9,1,95.7,1.55,34.39,-8.19,过峰
倍量柱,-0.23,0,109.8,-3.29,36.92,-12.56,过峰
高量柱,-0.23,0,109.8,-3.29,36.92,-12.56,过峰
将军柱,-0.23,0,109.8,-3.29,36.92,-12.56,过峰
倍量过左峰,-0.23,0,109.8,-3.29,36.92,-12.56,过峰
价升量缩,-7.88,0,118.2,-6.38,41.45,-20.49,过峰
高量柱,-14.09,0,113.5,-5.3,44.55,-24.7,过峰
价升量缩,-3.59,0,66.1,18.56,36.17,1.98,高位
价升量缩,-6.34,0,69.1,16.65,37.19,0.34,高位
缩量回踩,-5.05,0,66.4,18.35,36.28,1.89,高位
缩量回踩,-7.55,0,63.4,20.31,35.22,0.96,中位
价升量缩,-9.38,0,63.6,20.21,35.28,0.87,中位
缩量回踩,-7.44,0,61.5,21.59,34.54,1.85,中位
缩量回踩,-6.18,0,59.3,23.1,33.72,0.89,中位
缩量回踩,-6.46,0,59.2,23.21,33.66,0.45,中位
倍量柱,1.98,1,35.1,37.18,20.08,-4.27,中位
将军柱,1.98,1,35.1,37.18,20.08,-4.27,中位
缩量回踩,14.66,1,29.0,42.12,17.2,1.96,低位
